method;store_id;country_id;weight_from;weight_to;price;is_active
international;0;BH;2.0000;3.0000;51.2700;1
international;0;BH;3.0000;4.0000;62.1700;1
international;0;BH;4.0000;5.0000;71.4800;1
international;0;BH;5.0000;6.0000;82.1200;1
international;0;BH;6.0000;7.0000;92.8600;1
international;0;BH;7.0000;8.0000;103.5000;1
international;0;BH;8.0000;9.0000;114.4000;1
international;0;BH;9.0000;10.0000;125.0400;1
international;0;BH;10.0000;15.0000;173.2600;1
international;0;BH;15.0000;20.0000;222.5200;1
international;0;BH;20.0000;25.0000;270.7400;1
international;0;BH;25.0000;;318.9500;1
international;0;BI;;0.5000;24.8500;1
international;0;BI;0.5000;1.0000;29.2300;1
international;0;BI;1.0000;2.0000;40.1400;1
international;0;BI;2.0000;3.0000;51.2700;1
international;0;BI;3.0000;4.0000;62.1700;1
international;0;BI;4.0000;5.0000;71.4800;1
international;0;BI;5.0000;6.0000;82.1200;1
international;0;BI;6.0000;7.0000;92.8600;1
international;0;BI;7.0000;8.0000;103.5000;1
international;0;BI;8.0000;9.0000;114.4000;1
international;0;BI;9.0000;10.0000;125.0400;1
international;0;BI;10.0000;15.0000;173.2600;1
international;0;BI;15.0000;20.0000;222.5200;1
international;0;BI;20.0000;25.0000;270.7400;1
international;0;BI;25.0000;;318.9500;1
international;0;BJ;;0.5000;24.8500;1
international;0;BJ;0.5000;1.0000;29.2300;1
international;0;BJ;1.0000;2.0000;40.1400;1
international;0;BJ;2.0000;3.0000;51.2700;1
international;0;BJ;3.0000;4.0000;62.1700;1
international;0;BJ;4.0000;5.0000;71.4800;1
international;0;BJ;5.0000;6.0000;82.1200;1
international;0;BJ;6.0000;7.0000;92.8600;1
international;0;BJ;7.0000;8.0000;103.5000;1
international;0;BJ;8.0000;9.0000;114.4000;1
international;0;BJ;9.0000;10.0000;125.0400;1
international;0;BJ;10.0000;15.0000;173.2600;1
international;0;BJ;15.0000;20.0000;222.5200;1
international;0;BJ;20.0000;25.0000;270.7400;1
international;0;BJ;25.0000;;318.9500;1
international;0;BM;;0.5000;24.8500;1
international;0;BM;0.5000;1.0000;29.2300;1
international;0;BM;1.0000;2.0000;40.1400;1
international;0;BM;2.0000;3.0000;51.2700;1
international;0;BM;3.0000;4.0000;62.1700;1
international;0;BM;4.0000;5.0000;71.4800;1
international;0;BM;5.0000;6.0000;82.1200;1
international;0;BM;6.0000;7.0000;92.8600;1
international;0;BM;7.0000;8.0000;103.5000;1
international;0;BM;8.0000;9.0000;114.4000;1
international;0;BM;9.0000;10.0000;125.0400;1
international;0;BM;10.0000;15.0000;173.2600;1
international;0;BM;15.0000;20.0000;222.5200;1
international;0;BM;20.0000;25.0000;270.7400;1
international;0;BM;25.0000;;318.9500;1
international;0;BN;;0.5000;24.8500;1
international;0;BN;0.5000;1.0000;29.2300;1
international;0;BN;1.0000;2.0000;40.1400;1
international;0;BN;2.0000;3.0000;51.2700;1
international;0;BN;3.0000;4.0000;62.1700;1
international;0;BN;4.0000;5.0000;71.4800;1
international;0;BN;5.0000;6.0000;82.1200;1
international;0;BN;6.0000;7.0000;92.8600;1
international;0;BN;7.0000;8.0000;103.5000;1
international;0;BN;8.0000;9.0000;114.4000;1
international;0;BN;9.0000;10.0000;125.0400;1
international;0;BN;10.0000;15.0000;173.2600;1
international;0;BN;15.0000;20.0000;222.5200;1
international;0;BN;20.0000;25.0000;270.7400;1
international;0;BN;25.0000;;318.9500;1
international;0;BO;;0.5000;24.8500;1
international;0;BO;0.5000;1.0000;29.2300;1
international;0;BO;1.0000;2.0000;40.1400;1
international;0;BO;2.0000;3.0000;51.2700;1
international;0;BO;3.0000;4.0000;62.1700;1
international;0;BO;4.0000;5.0000;71.4800;1
international;0;BO;5.0000;6.0000;82.1200;1
international;0;BO;6.0000;7.0000;92.8600;1
international;0;BO;7.0000;8.0000;103.5000;1
international;0;BO;8.0000;9.0000;114.4000;1
international;0;BO;9.0000;10.0000;125.0400;1
international;0;BO;10.0000;15.0000;173.2600;1
international;0;BO;15.0000;20.0000;222.5200;1
international;0;BO;20.0000;25.0000;270.7400;1
international;0;BO;25.0000;;318.9500;1
international;0;BR;;0.5000;24.8500;1
international;0;BR;0.5000;1.0000;29.2300;1
international;0;BR;1.0000;2.0000;40.1400;1
international;0;BR;2.0000;3.0000;51.2700;1
international;0;BR;3.0000;4.0000;62.1700;1
international;0;BR;4.0000;5.0000;71.4800;1
international;0;BR;5.0000;6.0000;82.1200;1
international;0;BR;6.0000;7.0000;92.8600;1
international;0;BR;7.0000;8.0000;103.5000;1
international;0;BR;8.0000;9.0000;114.4000;1
international;0;BR;9.0000;10.0000;125.0400;1
international;0;BR;10.0000;15.0000;173.2600;1
international;0;BR;15.0000;20.0000;222.5200;1
international;0;BR;20.0000;25.0000;270.7400;1
international;0;BR;25.0000;;318.9500;1
international;0;BS;;0.5000;24.8500;1
international;0;BS;0.5000;1.0000;29.2300;1
international;0;BS;1.0000;2.0000;40.1400;1
international;0;BS;2.0000;3.0000;51.2700;1
international;0;BS;3.0000;4.0000;62.1700;1
international;0;BS;4.0000;5.0000;71.4800;1
international;0;BS;5.0000;6.0000;82.1200;1
international;0;BS;6.0000;7.0000;92.8600;1
international;0;BS;7.0000;8.0000;103.5000;1
international;0;BS;8.0000;9.0000;114.4000;1
international;0;BS;9.0000;10.0000;125.0400;1
international;0;BS;10.0000;15.0000;173.2600;1
international;0;BS;15.0000;20.0000;222.5200;1
international;0;BS;20.0000;25.0000;270.7400;1
international;0;BS;25.0000;;318.9500;1
international;0;BT;;0.5000;24.8500;1
international;0;BT;0.5000;1.0000;29.2300;1
international;0;BT;1.0000;2.0000;40.1400;1
international;0;BT;2.0000;3.0000;51.2700;1
international;0;BT;3.0000;4.0000;62.1700;1
international;0;BT;4.0000;5.0000;71.4800;1
international;0;BT;5.0000;6.0000;82.1200;1
international;0;BT;6.0000;7.0000;92.8600;1
international;0;BT;7.0000;8.0000;103.5000;1
international;0;BT;8.0000;9.0000;114.4000;1
international;0;BT;9.0000;10.0000;125.0400;1
international;0;BT;10.0000;15.0000;173.2600;1
international;0;BT;15.0000;20.0000;222.5200;1
international;0;BT;20.0000;25.0000;270.7400;1
international;0;BT;25.0000;;318.9500;1
international;0;BV;;0.5000;24.8500;1
international;0;BV;0.5000;1.0000;29.2300;1
international;0;BV;1.0000;2.0000;40.1400;1
international;0;BV;2.0000;3.0000;51.2700;1
international;0;BV;3.0000;4.0000;62.1700;1
international;0;BV;4.0000;5.0000;71.4800;1
international;0;BV;5.0000;6.0000;82.1200;1
international;0;BV;6.0000;7.0000;92.8600;1
international;0;BV;7.0000;8.0000;103.5000;1
international;0;BV;8.0000;9.0000;114.4000;1
international;0;BV;9.0000;10.0000;125.0400;1
international;0;BV;10.0000;15.0000;173.2600;1
international;0;BV;15.0000;20.0000;222.5200;1
international;0;BV;20.0000;25.0000;270.7400;1
international;0;BV;25.0000;;318.9500;1
international;0;BW;;0.5000;24.8500;1
international;0;BW;0.5000;1.0000;29.2300;1
international;0;BW;1.0000;2.0000;40.1400;1
international;0;BW;2.0000;3.0000;51.2700;1
international;0;BW;3.0000;4.0000;62.1700;1
international;0;BW;4.0000;5.0000;71.4800;1
international;0;BW;5.0000;6.0000;82.1200;1
international;0;BW;6.0000;7.0000;92.8600;1
international;0;BW;7.0000;8.0000;103.5000;1
international;0;BW;8.0000;9.0000;114.4000;1
international;0;BW;9.0000;10.0000;125.0400;1
international;0;BW;10.0000;15.0000;173.2600;1
international;0;BW;15.0000;20.0000;222.5200;1
international;0;BW;20.0000;25.0000;270.7400;1
international;0;BW;25.0000;;318.9500;1
international;0;BY;;0.5000;24.8500;1
international;0;BY;0.5000;1.0000;29.2300;1
international;0;BY;1.0000;2.0000;40.1400;1
international;0;BY;2.0000;3.0000;51.2700;1
international;0;BY;3.0000;4.0000;62.1700;1
international;0;BY;4.0000;5.0000;71.4800;1
international;0;BY;5.0000;6.0000;82.1200;1
international;0;BY;6.0000;7.0000;92.8600;1
international;0;BY;7.0000;8.0000;103.5000;1
international;0;BY;8.0000;9.0000;114.4000;1
international;0;BY;9.0000;10.0000;125.0400;1
international;0;BY;10.0000;15.0000;173.2600;1
international;0;BY;15.0000;20.0000;222.5200;1
international;0;BY;20.0000;25.0000;270.7400;1
international;0;BY;25.0000;;318.9500;1
international;0;BZ;;0.5000;24.8500;1
international;0;BZ;0.5000;1.0000;29.2300;1
international;0;BZ;1.0000;2.0000;40.1400;1
international;0;BZ;2.0000;3.0000;51.2700;1
international;0;BZ;3.0000;4.0000;62.1700;1
international;0;BZ;4.0000;5.0000;71.4800;1
international;0;BZ;5.0000;6.0000;82.1200;1
international;0;BZ;6.0000;7.0000;92.8600;1
international;0;BZ;7.0000;8.0000;103.5000;1
international;0;BZ;8.0000;9.0000;114.4000;1
international;0;BZ;9.0000;10.0000;125.0400;1
international;0;BZ;10.0000;15.0000;173.2600;1
international;0;BZ;15.0000;20.0000;222.5200;1
international;0;BZ;20.0000;25.0000;270.7400;1
international;0;BZ;25.0000;;318.9500;1
international;0;CA;;0.5000;21.6700;1
international;0;CA;0.5000;1.0000;23.9600;1
international;0;CA;1.0000;2.0000;32.8600;1
international;0;CA;2.0000;3.0000;41.7400;1
international;0;CA;3.0000;4.0000;47.8300;1
international;0;CA;4.0000;5.0000;51.0600;1
international;0;CA;5.0000;6.0000;65.2700;1
international;0;CA;6.0000;7.0000;75.5600;1
international;0;CA;7.0000;8.0000;83.7200;1
international;0;CA;8.0000;9.0000;87.2400;1
international;0;CA;9.0000;10.0000;91.6000;1
international;0;CA;10.0000;15.0000;134.1100;1
international;0;CA;15.0000;20.0000;146.8800;1
international;0;CA;20.0000;25.0000;188.5400;1
international;0;CA;25.0000;;217.2800;1
international;0;CC;;0.5000;24.8500;1
international;0;CC;0.5000;1.0000;29.2300;1
international;0;CC;1.0000;2.0000;40.1400;1
international;0;CC;2.0000;3.0000;51.2700;1
international;0;CC;3.0000;4.0000;62.1700;1
international;0;CC;4.0000;5.0000;71.4800;1
international;0;CC;5.0000;6.0000;82.1200;1
international;0;CC;6.0000;7.0000;92.8600;1
international;0;CC;7.0000;8.0000;103.5000;1
international;0;CC;8.0000;9.0000;114.4000;1
international;0;CC;9.0000;10.0000;125.0400;1
international;0;CC;10.0000;15.0000;173.2600;1
international;0;CC;15.0000;20.0000;222.5200;1
international;0;CC;20.0000;25.0000;270.7400;1
international;0;CC;25.0000;;318.9500;1
international;0;CD;;0.5000;24.8500;1
international;0;CD;0.5000;1.0000;29.2300;1
international;0;CD;1.0000;2.0000;40.1400;1
international;0;CD;2.0000;3.0000;51.2700;1
international;0;CD;3.0000;4.0000;62.1700;1
international;0;CD;4.0000;5.0000;71.4800;1
international;0;CD;5.0000;6.0000;82.1200;1
international;0;CD;6.0000;7.0000;92.8600;1
international;0;CD;7.0000;8.0000;103.5000;1
international;0;CD;8.0000;9.0000;114.4000;1
international;0;CD;9.0000;10.0000;125.0400;1
international;0;CD;10.0000;15.0000;173.2600;1
international;0;CD;15.0000;20.0000;222.5200;1
international;0;CD;20.0000;25.0000;270.7400;1
international;0;CD;25.0000;;318.9500;1
international;0;CF;;0.5000;24.8500;1
international;0;CF;0.5000;1.0000;29.2300;1
international;0;CF;1.0000;2.0000;40.1400;1
international;0;CF;2.0000;3.0000;51.2700;1
international;0;CF;3.0000;4.0000;62.1700;1
international;0;CF;4.0000;5.0000;71.4800;1
international;0;CF;5.0000;6.0000;82.1200;1
international;0;CF;6.0000;7.0000;92.8600;1
international;0;CF;7.0000;8.0000;103.5000;1
international;0;CF;8.0000;9.0000;114.4000;1
international;0;CF;9.0000;10.0000;125.0400;1
international;0;CF;10.0000;15.0000;173.2600;1
international;0;CF;15.0000;20.0000;222.5200;1
international;0;CF;20.0000;25.0000;270.7400;1
international;0;CF;25.0000;;318.9500;1
international;0;CG;;0.5000;24.8500;1
international;0;CG;0.5000;1.0000;29.2300;1
international;0;CG;1.0000;2.0000;40.1400;1
international;0;CG;2.0000;3.0000;51.2700;1
international;0;CG;3.0000;4.0000;62.1700;1
international;0;CG;4.0000;5.0000;71.4800;1
international;0;CG;5.0000;6.0000;82.1200;1
international;0;CG;6.0000;7.0000;92.8600;1
international;0;CG;7.0000;8.0000;103.5000;1
international;0;CG;8.0000;9.0000;114.4000;1
international;0;CG;9.0000;10.0000;125.0400;1
international;0;CG;10.0000;15.0000;173.2600;1
international;0;CG;15.0000;20.0000;222.5200;1
international;0;CG;20.0000;25.0000;270.7400;1
international;0;CG;25.0000;;318.9500;1
international;0;CH;;0.5000;11.5600;1
international;0;CH;0.5000;1.0000;14.1300;1
international;0;CH;1.0000;2.0000;15.6800;1
international;0;CH;2.0000;3.0000;17.0000;1
international;0;CH;3.0000;4.0000;18.6100;1
international;0;CH;4.0000;5.0000;20.2500;1
international;0;CH;5.0000;6.0000;26.3400;1
international;0;CH;6.0000;7.0000;27.7700;1
international;0;CH;7.0000;8.0000;29.1100;1
international;0;CH;8.0000;9.0000;30.4700;1
international;0;CH;9.0000;10.0000;31.8000;1
international;0;CH;10.0000;15.0000;39.4100;1
international;0;CH;15.0000;20.0000;46.9200;1
international;0;CH;20.0000;25.0000;54.4500;1
international;0;CH;25.0000;;56.6100;1
international;0;CI;;0.5000;24.8500;1
international;0;CI;0.5000;1.0000;29.2300;1
international;0;CI;1.0000;2.0000;40.1400;1
international;0;CI;2.0000;3.0000;51.2700;1
international;0;CI;3.0000;4.0000;62.1700;1
international;0;CI;4.0000;5.0000;71.4800;1
international;0;CI;5.0000;6.0000;82.1200;1
international;0;CI;6.0000;7.0000;92.8600;1
international;0;CI;7.0000;8.0000;103.5000;1
international;0;CI;8.0000;9.0000;114.4000;1
international;0;CI;9.0000;10.0000;125.0400;1
international;0;CI;10.0000;15.0000;173.2600;1
international;0;CI;15.0000;20.0000;222.5200;1
international;0;CI;20.0000;25.0000;270.7400;1
international;0;CI;25.0000;;318.9500;1
international;0;CK;;0.5000;24.8500;1
international;0;CK;0.5000;1.0000;29.2300;1
international;0;CK;1.0000;2.0000;40.1400;1
international;0;CK;2.0000;3.0000;51.2700;1
international;0;CK;3.0000;4.0000;62.1700;1
international;0;CK;4.0000;5.0000;71.4800;1
international;0;CK;5.0000;6.0000;82.1200;1
international;0;CK;6.0000;7.0000;92.8600;1
international;0;CK;7.0000;8.0000;103.5000;1
international;0;CK;8.0000;9.0000;114.4000;1
international;0;CK;9.0000;10.0000;125.0400;1
international;0;CK;10.0000;15.0000;173.2600;1
international;0;CK;15.0000;20.0000;222.5200;1
international;0;CK;20.0000;25.0000;270.7400;1
international;0;CK;25.0000;;318.9500;1
international;0;CL;;0.5000;24.8500;1
international;0;CL;0.5000;1.0000;29.2300;1
international;0;CL;1.0000;2.0000;40.1400;1
international;0;CL;2.0000;3.0000;51.2700;1
international;0;CL;3.0000;4.0000;62.1700;1
international;0;CL;4.0000;5.0000;71.4800;1
international;0;CL;5.0000;6.0000;82.1200;1
international;0;CL;6.0000;7.0000;92.8600;1
international;0;CL;7.0000;8.0000;103.5000;1
international;0;CL;8.0000;9.0000;114.4000;1
international;0;CL;9.0000;10.0000;125.0400;1
international;0;CL;10.0000;15.0000;173.2600;1
international;0;CL;15.0000;20.0000;222.5200;1
international;0;CL;20.0000;25.0000;270.7400;1
international;0;CL;25.0000;;318.9500;1
international;0;CM;;0.5000;24.8500;1
international;0;CM;0.5000;1.0000;29.2300;1
international;0;CM;1.0000;2.0000;40.1400;1
international;0;CM;2.0000;3.0000;51.2700;1
international;0;CM;3.0000;4.0000;62.1700;1
international;0;CM;4.0000;5.0000;71.4800;1
international;0;CM;5.0000;6.0000;82.1200;1
international;0;CM;6.0000;7.0000;92.8600;1
international;0;CM;7.0000;8.0000;103.5000;1
international;0;CM;8.0000;9.0000;114.4000;1
international;0;CM;9.0000;10.0000;125.0400;1
international;0;CM;10.0000;15.0000;173.2600;1
international;0;CM;15.0000;20.0000;222.5200;1
international;0;CM;20.0000;25.0000;270.7400;1
international;0;CM;25.0000;;318.9500;1
international;0;CN;;0.5000;21.6700;1
international;0;CN;0.5000;1.0000;23.9600;1
international;0;CN;1.0000;2.0000;32.8600;1
international;0;CN;2.0000;3.0000;41.7400;1
international;0;CN;3.0000;4.0000;47.8300;1
international;0;CN;4.0000;5.0000;51.0600;1
international;0;CN;5.0000;6.0000;65.2700;1
international;0;CN;6.0000;7.0000;75.5600;1
international;0;CN;7.0000;8.0000;83.7200;1
international;0;CN;8.0000;9.0000;87.2400;1
international;0;CN;9.0000;10.0000;91.6000;1
international;0;CN;10.0000;15.0000;134.1100;1
international;0;CN;15.0000;20.0000;146.8800;1
international;0;CN;20.0000;25.0000;188.5400;1
international;0;CN;25.0000;;217.2800;1
international;0;CO;;0.5000;24.8500;1
international;0;CO;0.5000;1.0000;29.2300;1
international;0;CO;1.0000;2.0000;40.1400;1
international;0;CO;2.0000;3.0000;51.2700;1
international;0;CO;3.0000;4.0000;62.1700;1
international;0;CO;4.0000;5.0000;71.4800;1
international;0;CO;5.0000;6.0000;82.1200;1
international;0;CO;6.0000;7.0000;92.8600;1
international;0;CO;7.0000;8.0000;103.5000;1
international;0;CO;8.0000;9.0000;114.4000;1
international;0;CO;9.0000;10.0000;125.0400;1
international;0;CO;10.0000;15.0000;173.2600;1
international;0;CO;15.0000;20.0000;222.5200;1
international;0;CO;20.0000;25.0000;270.7400;1
international;0;CO;25.0000;;318.9500;1
international;0;CR;;0.5000;24.8500;1
international;0;CR;0.5000;1.0000;29.2300;1
international;0;CR;1.0000;2.0000;40.1400;1
international;0;CR;2.0000;3.0000;51.2700;1
international;0;CR;3.0000;4.0000;62.1700;1
international;0;CR;4.0000;5.0000;71.4800;1
international;0;CR;5.0000;6.0000;82.1200;1
international;0;CR;6.0000;7.0000;92.8600;1
international;0;CR;7.0000;8.0000;103.5000;1
international;0;CR;8.0000;9.0000;114.4000;1
international;0;CR;9.0000;10.0000;125.0400;1
international;0;CR;10.0000;15.0000;173.2600;1
international;0;CR;15.0000;20.0000;222.5200;1
international;0;CR;20.0000;25.0000;270.7400;1
international;0;CR;25.0000;;318.9500;1
international;0;CU;;0.5000;24.8500;1
international;0;CU;0.5000;1.0000;29.2300;1
international;0;CU;1.0000;2.0000;40.1400;1
international;0;CU;2.0000;3.0000;51.2700;1
international;0;CU;3.0000;4.0000;62.1700;1
international;0;CU;4.0000;5.0000;71.4800;1
international;0;CU;5.0000;6.0000;82.1200;1
international;0;CU;6.0000;7.0000;92.8600;1
international;0;CU;7.0000;8.0000;103.5000;1
international;0;CU;8.0000;9.0000;114.4000;1
international;0;CU;9.0000;10.0000;125.0400;1
international;0;CU;10.0000;15.0000;173.2600;1
international;0;CU;15.0000;20.0000;222.5200;1
international;0;CU;20.0000;25.0000;270.7400;1
international;0;CU;25.0000;;318.9500;1
international;0;CV;;0.5000;24.8500;1
international;0;CV;0.5000;1.0000;29.2300;1
international;0;CV;1.0000;2.0000;40.1400;1
international;0;CV;2.0000;3.0000;51.2700;1
international;0;CV;3.0000;4.0000;62.1700;1
international;0;CV;4.0000;5.0000;71.4800;1
international;0;CV;5.0000;6.0000;82.1200;1
international;0;CV;6.0000;7.0000;92.8600;1
international;0;CV;7.0000;8.0000;103.5000;1
international;0;CV;8.0000;9.0000;114.4000;1
international;0;CV;9.0000;10.0000;125.0400;1
international;0;CV;10.0000;15.0000;173.2600;1
international;0;CV;15.0000;20.0000;222.5200;1
international;0;CV;20.0000;25.0000;270.7400;1
international;0;CV;25.0000;;318.9500;1
international;0;CX;;0.5000;24.8500;1
international;0;CX;0.5000;1.0000;29.2300;1
international;0;CX;1.0000;2.0000;40.1400;1
international;0;CX;2.0000;3.0000;51.2700;1
international;0;CX;3.0000;4.0000;62.1700;1
international;0;CX;4.0000;5.0000;71.4800;1
international;0;CX;5.0000;6.0000;82.1200;1
international;0;CX;6.0000;7.0000;92.8600;1
international;0;CX;7.0000;8.0000;103.5000;1
international;0;CX;8.0000;9.0000;114.4000;1
international;0;CX;9.0000;10.0000;125.0400;1
international;0;CX;10.0000;15.0000;173.2600;1
international;0;CX;15.0000;20.0000;222.5200;1
international;0;CX;20.0000;25.0000;270.7400;1
international;0;CX;25.0000;;318.9500;1
international;0;CZ;;0.5000;11.5600;1
international;0;CZ;0.5000;1.0000;14.1300;1
international;0;CZ;1.0000;2.0000;15.6800;1
international;0;CZ;2.0000;3.0000;17.0000;1
international;0;CZ;3.0000;4.0000;18.6100;1
international;0;CZ;4.0000;5.0000;20.2500;1
international;0;CZ;5.0000;6.0000;26.3400;1
international;0;CZ;6.0000;7.0000;27.7700;1
international;0;CZ;7.0000;8.0000;29.1100;1
international;0;CZ;8.0000;9.0000;30.4700;1
international;0;CZ;9.0000;10.0000;31.8000;1
international;0;CZ;10.0000;15.0000;39.4100;1
international;0;CZ;15.0000;20.0000;46.9200;1
international;0;CZ;20.0000;25.0000;54.4500;1
international;0;CZ;25.0000;;56.6100;1
international;0;DE;;0.5000;10.2900;1
international;0;DE;0.5000;1.0000;12.1000;1
international;0;DE;1.0000;2.0000;12.8300;1
international;0;DE;2.0000;3.0000;13.6100;1
international;0;DE;3.0000;4.0000;14.3700;1
international;0;DE;4.0000;5.0000;15.1000;1
international;0;DE;5.0000;6.0000;15.8300;1
international;0;DE;6.0000;7.0000;16.5500;1
international;0;DE;7.0000;8.0000;17.2700;1
international;0;DE;8.0000;9.0000;18.0000;1
international;0;DE;9.0000;10.0000;18.7200;1
international;0;DE;10.0000;15.0000;22.8600;1
international;0;DE;15.0000;20.0000;27.0000;1
international;0;DE;20.0000;25.0000;31.1300;1
international;0;DE;25.0000;;35.2600;1
international;0;DJ;;0.5000;24.8500;1
international;0;DJ;0.5000;1.0000;29.2300;1
international;0;DJ;1.0000;2.0000;40.1400;1
international;0;DJ;2.0000;3.0000;51.2700;1
international;0;DJ;3.0000;4.0000;62.1700;1
international;0;DJ;4.0000;5.0000;71.4800;1
international;0;DJ;5.0000;6.0000;82.1200;1
international;0;DJ;6.0000;7.0000;92.8600;1
international;0;DJ;7.0000;8.0000;103.5000;1
international;0;DJ;8.0000;9.0000;114.4000;1
international;0;DJ;9.0000;10.0000;125.0400;1
international;0;DJ;10.0000;15.0000;173.2600;1
international;0;DJ;15.0000;20.0000;222.5200;1
international;0;DJ;20.0000;25.0000;270.7400;1
international;0;DJ;25.0000;;318.9500;1
international;0;DK;;0.5000;11.5600;1
international;0;DK;0.5000;1.0000;14.1300;1
international;0;DK;1.0000;2.0000;15.6800;1
international;0;DK;2.0000;3.0000;17.0000;1
international;0;DK;3.0000;4.0000;18.6100;1
international;0;DK;4.0000;5.0000;20.2500;1
international;0;DK;5.0000;6.0000;26.3400;1
international;0;DK;6.0000;7.0000;27.7700;1
international;0;DK;7.0000;8.0000;29.1100;1
international;0;DK;8.0000;9.0000;30.4700;1
international;0;DK;9.0000;10.0000;31.8000;1
international;0;DK;10.0000;15.0000;39.4100;1
international;0;DK;15.0000;20.0000;46.9200;1
international;0;DK;20.0000;25.0000;54.4500;1
international;0;DK;25.0000;;56.6100;1
international;0;DM;;0.5000;24.8500;1
international;0;DM;0.5000;1.0000;29.2300;1
international;0;DM;1.0000;2.0000;40.1400;1
international;0;DM;2.0000;3.0000;51.2700;1
international;0;DM;3.0000;4.0000;62.1700;1
international;0;DM;4.0000;5.0000;71.4800;1
international;0;DM;5.0000;6.0000;82.1200;1
international;0;DM;6.0000;7.0000;92.8600;1
international;0;DM;7.0000;8.0000;103.5000;1
international;0;DM;8.0000;9.0000;114.4000;1
international;0;DM;9.0000;10.0000;125.0400;1
international;0;DM;10.0000;15.0000;173.2600;1
international;0;DM;15.0000;20.0000;222.5200;1
international;0;DM;20.0000;25.0000;270.7400;1
international;0;DM;25.0000;;318.9500;1
international;0;DO;;0.5000;24.8500;1
international;0;DO;0.5000;1.0000;29.2300;1
international;0;DO;1.0000;2.0000;40.1400;1
international;0;DO;2.0000;3.0000;51.2700;1
international;0;DO;3.0000;4.0000;62.1700;1
international;0;DO;4.0000;5.0000;71.4800;1
international;0;DO;5.0000;6.0000;82.1200;1
international;0;DO;6.0000;7.0000;92.8600;1
international;0;DO;7.0000;8.0000;103.5000;1
international;0;DO;8.0000;9.0000;114.4000;1
international;0;DO;9.0000;10.0000;125.0400;1
international;0;DO;10.0000;15.0000;173.2600;1
international;0;DO;15.0000;20.0000;222.5200;1
international;0;DO;20.0000;25.0000;270.7400;1
international;0;DO;25.0000;;318.9500;1
international;0;DZ;;0.5000;14.1800;1
international;0;DZ;0.5000;1.0000;16.8800;1
international;0;DZ;1.0000;2.0000;18.3500;1
international;0;DZ;2.0000;3.0000;19.9400;1
international;0;DZ;3.0000;4.0000;22.0600;1
international;0;DZ;4.0000;5.0000;26.2400;1
international;0;DZ;5.0000;6.0000;29.4400;1
international;0;DZ;6.0000;7.0000;33.2500;1
international;0;DZ;7.0000;8.0000;37.8800;1
international;0;DZ;8.0000;9.0000;40.5600;1
international;0;DZ;9.0000;10.0000;43.8500;1
international;0;DZ;10.0000;15.0000;58.5700;1
international;0;DZ;15.0000;20.0000;68.3400;1
international;0;DZ;20.0000;25.0000;80.5800;1
international;0;DZ;25.0000;;93.1500;1
international;0;EC;;0.5000;24.8500;1
international;0;EC;0.5000;1.0000;29.2300;1
international;0;EC;1.0000;2.0000;40.1400;1
international;0;EC;2.0000;3.0000;51.2700;1
international;0;EC;3.0000;4.0000;62.1700;1
international;0;EC;4.0000;5.0000;71.4800;1
international;0;EC;5.0000;6.0000;82.1200;1
international;0;EC;6.0000;7.0000;92.8600;1
international;0;EC;7.0000;8.0000;103.5000;1
international;0;EC;8.0000;9.0000;114.4000;1
international;0;EC;9.0000;10.0000;125.0400;1
international;0;EC;10.0000;15.0000;173.2600;1
international;0;EC;15.0000;20.0000;222.5200;1
international;0;EC;20.0000;25.0000;270.7400;1
international;0;EC;25.0000;;318.9500;1
international;0;EE;;0.5000;11.5600;1
international;0;EE;0.5000;1.0000;14.1300;1
international;0;EE;1.0000;2.0000;15.6800;1
international;0;EE;2.0000;3.0000;17.0000;1
international;0;EE;3.0000;4.0000;18.6100;1
international;0;EE;4.0000;5.0000;20.2500;1
international;0;EE;5.0000;6.0000;26.3400;1
international;0;EE;6.0000;7.0000;27.7700;1
international;0;EE;7.0000;8.0000;29.1100;1
international;0;EE;8.0000;9.0000;30.4700;1
international;0;EE;9.0000;10.0000;31.8000;1
international;0;EE;10.0000;15.0000;39.4100;1
international;0;EE;15.0000;20.0000;46.9200;1
international;0;EE;20.0000;25.0000;54.4500;1
international;0;EE;25.0000;;56.6100;1
international;0;EG;;0.5000;24.8500;1
international;0;EG;0.5000;1.0000;29.2300;1
international;0;EG;1.0000;2.0000;40.1400;1
international;0;EG;2.0000;3.0000;51.2700;1
international;0;EG;3.0000;4.0000;62.1700;1
international;0;EG;4.0000;5.0000;71.4800;1
international;0;EG;5.0000;6.0000;82.1200;1
international;0;EG;6.0000;7.0000;92.8600;1
international;0;EG;7.0000;8.0000;103.5000;1
international;0;EG;8.0000;9.0000;114.4000;1
international;0;EG;9.0000;10.0000;125.0400;1
international;0;EG;10.0000;15.0000;173.2600;1
international;0;EG;15.0000;20.0000;222.5200;1
international;0;EG;20.0000;25.0000;270.7400;1
international;0;EG;25.0000;;318.9500;1
international;0;EH;;0.5000;24.8500;1
international;0;EH;0.5000;1.0000;29.2300;1
international;0;EH;1.0000;2.0000;40.1400;1
international;0;EH;2.0000;3.0000;51.2700;1
international;0;EH;3.0000;4.0000;62.1700;1
international;0;EH;4.0000;5.0000;71.4800;1
international;0;EH;5.0000;6.0000;82.1200;1
international;0;EH;6.0000;7.0000;92.8600;1
international;0;EH;7.0000;8.0000;103.5000;1
international;0;EH;8.0000;9.0000;114.4000;1
